mouse_gene,human_gene
Pramel57,PRAMEF33
Pramel45,PRAMEF33
Pramel14,PRAMEF33
Pramel37,PRAMEF33
Pramel41,PRAMEF33
Gm13057,PRAMEF33
Pramel11,PRAMEF33
Prame62,PRAMEF33
Gm13040,PRAMEF33
Pramel16,PRAMEF33
Pramel7,PRAMEF33
Pramel29,PRAMEF33
Pramel25,PRAMEF33
Pramel34,PRAMEF33
Gm2042,PRAMEF33
Pramel6,PRAMEF33
Pramel54,PRAMEF33
Pramel15,PRAMEF33
C130073F10Rik,PRAMEF33
Pramel53,PRAMEF33
Oog2,PRAMEF33
Pramel5,PRAMEF33
Pramel49,PRAMEF33
Pramel27,PRAMEF33
Pramel12,PRAMEF33
Gm12790,PRAMEF33
Pramel28,PRAMEF33
Oog1,PRAMEF33
Pramel26,PRAMEF33
Oog4,PRAMEF33
Pramel18,PRAMEF33
Pramel17,PRAMEF33
Pramel13,PRAMEF33
Pramel32,PRAMEF33
AAdacl4fm3,AADACL4
Aadacl4,AADACL4
Aadacl4fm5,AADACL4
Aadacl4fm4,AADACL4
Aadacl4fm1,AADACL4
Pramel61,PRAMEF7
Pramel20,PRAMEF7
Pramel24,PRAMEF7
Pramel30,PRAMEF7
Pramel31,PRAMEF7
Pramel55,PRAMEF7
Pramel56,PRAMEF7
Pramel1,PRAMEF7
Pramel21,PRAMEF7
Pramel22,PRAMEF7
Pramel60,PRAMEF7
Pramel50,PRAMEF7
Gm16367,PRAMEF7
Pramel19,PRAMEF7
Pramel46,PRAMEF7
Pramel51,PRAMEF7
Pramel42,PRAMEF7
Pramel47,PRAMEF7
Pramel35,PRAMEF7
Pramel36,PRAMEF7
Pramel44,PRAMEF7
Oog3,PRAMEF7
Pramel33,PRAMEF7
Pramel43,PRAMEF7
Gm13043,PRAMEF7
Pramel48,PRAMEF7
Pramel4,PRAMEF7
Pramel23,PRAMEF7
Pramel40,PRAMEF7
Pramel38,PRAMEF7
Pramel57,PRAMEF7
Pramel45,PRAMEF7
Pramel14,PRAMEF7
Pramel37,PRAMEF7
Pramel41,PRAMEF7
Gm13057,PRAMEF7
Pramel11,PRAMEF7
Prame62,PRAMEF7
Gm13040,PRAMEF7
Pramel16,PRAMEF7
Pramel7,PRAMEF7
Pramel29,PRAMEF7
Pramel25,PRAMEF7
Pramel34,PRAMEF7
Gm2042,PRAMEF7
Pramel6,PRAMEF7
Pramel54,PRAMEF7
Pramel15,PRAMEF7
C130073F10Rik,PRAMEF7
Pramel53,PRAMEF7
Oog2,PRAMEF7
Pramel5,PRAMEF7
Pramel49,PRAMEF7
Pramel27,PRAMEF7
Pramel12,PRAMEF7
Gm12790,PRAMEF7
Pramel28,PRAMEF7
Oog1,PRAMEF7
Pramel26,PRAMEF7
Oog4,PRAMEF7
Pramel18,PRAMEF7
Pramel17,PRAMEF7
Pramel13,PRAMEF7
Pramel32,PRAMEF7
Pramel61,PRAMEF5
Pramel20,PRAMEF5
Pramel24,PRAMEF5
Pramel30,PRAMEF5
Pramel31,PRAMEF5
Pramel55,PRAMEF5
Pramel56,PRAMEF5
Pramel1,PRAMEF5
Pramel21,PRAMEF5
Pramel22,PRAMEF5
Pramel60,PRAMEF5
Pramel50,PRAMEF5
Gm16367,PRAMEF5
Pramel19,PRAMEF5
Pramel46,PRAMEF5
Pramel51,PRAMEF5
Pramel42,PRAMEF5
Pramel47,PRAMEF5
Pramel35,PRAMEF5
Pramel36,PRAMEF5
Pramel44,PRAMEF5
Oog3,PRAMEF5
Pramel33,PRAMEF5
Pramel43,PRAMEF5
Gm13043,PRAMEF5
Pramel48,PRAMEF5
Pramel4,PRAMEF5
Pramel23,PRAMEF5
Pramel40,PRAMEF5
Pramel38,PRAMEF5
Pramel57,PRAMEF5
Pramel45,PRAMEF5
Pramel14,PRAMEF5
Pramel37,PRAMEF5
Pramel41,PRAMEF5
Gm13057,PRAMEF5
Pramel11,PRAMEF5
Prame62,PRAMEF5
Gm13040,PRAMEF5
Pramel16,PRAMEF5
Pramel7,PRAMEF5
Pramel29,PRAMEF5
Pramel25,PRAMEF5
Pramel34,PRAMEF5
Gm2042,PRAMEF5
Pramel6,PRAMEF5
Pramel54,PRAMEF5
Pramel15,PRAMEF5
C130073F10Rik,PRAMEF5
Pramel53,PRAMEF5
Oog2,PRAMEF5
Pramel5,PRAMEF5
Pramel49,PRAMEF5
Pramel27,PRAMEF5
Pramel12,PRAMEF5
Gm12790,PRAMEF5
Pramel28,PRAMEF5
Oog1,PRAMEF5
Pramel26,PRAMEF5
Oog4,PRAMEF5
Pramel18,PRAMEF5
Pramel17,PRAMEF5
Pramel13,PRAMEF5
Pramel32,PRAMEF5
Fgd3,FGD3
Il23r,IL23R
Vegfd,VEGFD
Rpl10,RPL10
Kmt2e,KMT2E
Zfpl1,ZFPL1
Cish,CISH
Tnk1,TNK1
Ky,KY
Pramel61,PRAMEF8
Pramel20,PRAMEF8
Pramel24,PRAMEF8
Pramel30,PRAMEF8
Pramel31,PRAMEF8
Pramel55,PRAMEF8
Pramel56,PRAMEF8
Pramel1,PRAMEF8
Pramel21,PRAMEF8
Pramel22,PRAMEF8
Pramel60,PRAMEF8
Pramel50,PRAMEF8
Gm16367,PRAMEF8
Pramel19,PRAMEF8
Pramel46,PRAMEF8
Pramel51,PRAMEF8
Pramel42,PRAMEF8
Pramel47,PRAMEF8
Pramel35,PRAMEF8
Pramel36,PRAMEF8
Pramel44,PRAMEF8
Oog3,PRAMEF8
Pramel33,PRAMEF8
Pramel43,PRAMEF8
Gm13043,PRAMEF8
Pramel48,PRAMEF8
Pramel4,PRAMEF8
Pramel23,PRAMEF8
Pramel40,PRAMEF8
Pramel38,PRAMEF8
Pramel57,PRAMEF8
Pramel45,PRAMEF8
Pramel14,PRAMEF8
Pramel37,PRAMEF8
Pramel41,PRAMEF8
Gm13057,PRAMEF8
Pramel11,PRAMEF8
Prame62,PRAMEF8
Gm13040,PRAMEF8
Pramel16,PRAMEF8
Pramel7,PRAMEF8
Pramel29,PRAMEF8
Pramel25,PRAMEF8
Pramel34,PRAMEF8
Gm2042,PRAMEF8
Pramel6,PRAMEF8
Pramel54,PRAMEF8
Pramel15,PRAMEF8
C130073F10Rik,PRAMEF8
Pramel53,PRAMEF8
Oog2,PRAMEF8
Pramel5,PRAMEF8
Pramel49,PRAMEF8
Pramel27,PRAMEF8
Pramel12,PRAMEF8
Gm12790,PRAMEF8
Pramel28,PRAMEF8
Oog1,PRAMEF8
Pramel26,PRAMEF8
Oog4,PRAMEF8
Pramel18,PRAMEF8
Pramel17,PRAMEF8
Pramel13,PRAMEF8
Pramel32,PRAMEF8
Pramel61,PRAMEF20
Pramel20,PRAMEF20
Pramel24,PRAMEF20
Pramel30,PRAMEF20
Pramel31,PRAMEF20
Pramel55,PRAMEF20
Pramel56,PRAMEF20
Pramel1,PRAMEF20
Pramel21,PRAMEF20
Pramel22,PRAMEF20
Pramel60,PRAMEF20
Pramel50,PRAMEF20
Gm16367,PRAMEF20
Pramel19,PRAMEF20
Pramel46,PRAMEF20
Pramel51,PRAMEF20
Pramel42,PRAMEF20
Pramel47,PRAMEF20
Pramel35,PRAMEF20
Pramel36,PRAMEF20
Pramel44,PRAMEF20
Oog3,PRAMEF20
Pramel33,PRAMEF20
Pramel43,PRAMEF20
Gm13043,PRAMEF20
Pramel48,PRAMEF20
Pramel4,PRAMEF20
Pramel23,PRAMEF20
Pramel40,PRAMEF20
Pramel38,PRAMEF20
Pramel57,PRAMEF20
Pramel45,PRAMEF20
Pramel14,PRAMEF20
Pramel37,PRAMEF20
Pramel41,PRAMEF20
Gm13057,PRAMEF20
Pramel11,PRAMEF20
Prame62,PRAMEF20
Gm13040,PRAMEF20
Pramel16,PRAMEF20
Pramel7,PRAMEF20
Pramel29,PRAMEF20
Pramel25,PRAMEF20
Pramel34,PRAMEF20
Gm2042,PRAMEF20
Pramel6,PRAMEF20
Pramel54,PRAMEF20
Pramel15,PRAMEF20
C130073F10Rik,PRAMEF20
Pramel53,PRAMEF20
Oog2,PRAMEF20
Pramel5,PRAMEF20
Pramel49,PRAMEF20
Pramel27,PRAMEF20
Pramel12,PRAMEF20
Gm12790,PRAMEF20
Pramel28,PRAMEF20
Oog1,PRAMEF20
Pramel26,PRAMEF20
Oog4,PRAMEF20
Pramel18,PRAMEF20
Pramel17,PRAMEF20
Pramel13,PRAMEF20
Pramel32,PRAMEF20
Lrrc38,LRRC38
Lcor,LCOR
Lyst,LYST
Clk4,CLK4
Mnd1,MND1
Nlrp14,NLRP14
Ndufaf6,NDUFAF6
Tm4sf4,TM4SF4
Ap5b1,AP5B1
Cdc123,CDC123
Hacd2,HACD2
Krt32,KRT32
Gm23206,RNU2-32P
Krt36,KRT36
Il17re,IL17RE
Krt15,KRT15
Derl1,DERL1
Gm24888,SNORA3C
Fbxl19,FBXL19
Smim20,SMIM20
Smarca5,SMARCA5
Krt9,KRT9
Alpk3,ALPK3
Col4a5,COL4A5
Aldh3b1,ALDH3B1
Krt14,KRT14
Cmtm1,CMTM1
Krt16,KRT16
Rps27l,RPS27L
Yaf2,YAF2
Krt35,KRT35
Ccdc92b,CCDC92B
Btbd17,BTBD17
Zfp280d,ZNF280D
Cbx2,CBX2
Nsa2,NSA2
Septin14,SEPTIN14
Omg,OMG
Ckap4,CKAP4
Ubac1,UBAC1
Lrcol1,LRCOL1
Mir193a,MIR193A
Pttg1,PTTG1
Utp23,UTP23
Chct1,CHCT1
Setd5,SETD5
Sds,SDS
Dnaaf11,DNAAF11
Gm56276,RNU6-623P
Gm55125,RNU6-623P
Gm55140,RNU6-623P
Pdilt,PDILT
Gm24150,RNU6-314P
Gm23819,RNU6-862P
Tacstd2,TACSTD2
Pigl,PIGL
Epdr1,EPDR1
Pramel61,PRAMEF19
Pramel20,PRAMEF19
Pramel24,PRAMEF19
Pramel30,PRAMEF19
Pramel31,PRAMEF19
Pramel55,PRAMEF19
Pramel56,PRAMEF19
Pramel1,PRAMEF19
Pramel21,PRAMEF19
Pramel22,PRAMEF19
Pramel60,PRAMEF19
Pramel50,PRAMEF19
Gm16367,PRAMEF19
Pramel19,PRAMEF19
Pramel46,PRAMEF19
Pramel51,PRAMEF19
Pramel42,PRAMEF19
Pramel47,PRAMEF19
Pramel35,PRAMEF19
Pramel36,PRAMEF19
Pramel44,PRAMEF19
Oog3,PRAMEF19
Pramel33,PRAMEF19
Pramel43,PRAMEF19
Gm13043,PRAMEF19
Pramel48,PRAMEF19
Pramel4,PRAMEF19
Pramel23,PRAMEF19
Pramel40,PRAMEF19
Pramel38,PRAMEF19
Pramel57,PRAMEF19
Pramel45,PRAMEF19
Pramel14,PRAMEF19
Pramel37,PRAMEF19
Pramel41,PRAMEF19
Gm13057,PRAMEF19
Pramel11,PRAMEF19
Prame62,PRAMEF19
Gm13040,PRAMEF19
Pramel16,PRAMEF19
Pramel7,PRAMEF19
Pramel29,PRAMEF19
Pramel25,PRAMEF19
Pramel34,PRAMEF19
Gm2042,PRAMEF19
Pramel6,PRAMEF19
Pramel54,PRAMEF19
Pramel15,PRAMEF19
C130073F10Rik,PRAMEF19
Pramel53,PRAMEF19
Oog2,PRAMEF19
Pramel5,PRAMEF19
Pramel49,PRAMEF19
Pramel27,PRAMEF19
Pramel12,PRAMEF19
Gm12790,PRAMEF19
Pramel28,PRAMEF19
Oog1,PRAMEF19
Pramel26,PRAMEF19
Oog4,PRAMEF19
Pramel18,PRAMEF19
Pramel17,PRAMEF19
Pramel13,PRAMEF19
Pramel32,PRAMEF19
4930451I11Rik,C16orf92
Zbed6,ZBED6
Psd,PSD
Kcna3,KCNA3
Gm26265,SNORA50A
Zc3h11a,ZC3H11B
Foxd3,FOXD3
Rabgap1,RABGAP1
Nme8,NME8
Tubb3,TUBB3
Atp6v1g3,ATP6V1G3
Mir181b-1,MIR181B1
Mir181a-1,MIR181A1
Smim38,SMIM38
Trpv2,TRPV2
Rgs2,RGS2
Irag1,IRAG1
Sntg1,SNTG1
Apobec2,APOBEC2
Crybg2,CRYBG2
Lrrc73,LRRC73
Sim1,SIM1
Snord49b,SNORD49B
Snord49a,SNORD49A
Snord65,SNORD65
Krtap5-26,KRTAP2-1
Krtap5-24,KRTAP2-1
Krtap5-2,KRTAP2-1
Krtap5-20,KRTAP2-1
Krtap5-26,KRTAP4-8
Krtap5-24,KRTAP4-8
Krtap5-2,KRTAP4-8
Krtap5-20,KRTAP4-8
Cd27,CD27
Tmem234,TMEM234
Krtap1-5,KRTAP1-4
Ly86,LY86
Klhl11,KLHL11
Cngb1,CNGB1
Cnp,CNP
Timm23,TIMM23
Tmprss6,TMPRSS6
Mug1,PZP
Gm7298,PZP
Mug2,PZP
Bmp5,BMP5
Gc,GC
Hspb9,HSPB9
Gp1ba,GP1BA
Bphl,BPHL
Traf4,TRAF4
Gadd45a,GADD45A
Tert,TERT
Cactin,CACTIN
Cnpy1,CNPY1
Ikzf5,IKZF5
Esrrg,ESRRG
Mir96,MIR96
Mir183,MIR183
Zfx,ZFX
Trrap,TRRAP
Gmfb,GMFB
Gh,CSHL1
Lhpp,LHPP
Blm,BLM
Oard1,OARD1
Rabac1,RABAC1
Pkp3,PKP3
Itpripl2,ITPRIPL2
Pitpna,PITPNA
Prdm9,PRDM7
Neil2,NEIL2
Smndc1,SMNDC1
Fam89b,FAM89B
Zfp36,ZFP36
Ndufc2,NDUFC2
Crip2,CRIP2
Trim36,TRIM36
Mknk2,MKNK2
Gm26446,RNU6-430P
Rad9a,RAD9A
Gm27449,RNU6-1061P
Marveld3,MARVELD3
Gnb3,GNB3
Snord71,SNORD71
Net1,NET1
Cntnap3,CNTNAP3
Clec3a,CLEC3A
Sez6,SEZ6
Slc25a46,SLC25A46
St3gal1,ST3GAL1
Ercc4,ERCC4
Vsig2,VSIG2
Cmtm8,CMTM8
Ap1m2,AP1M2
Chrnb2,CHRNB2
Mmp7,MMP7
Tmem170b,TMEM170B
Akap12,AKAP12
Ublcp1,UBLCP1
Lelp1,LELP1
Ube2d3,UBE2D3
Prr9,PRR9
Muc20,MUC20
Fth1,FTH1
Pglyrp3,PGLYRP3
Ret,RET
Tcf21,TCF21
Rilpl2,RILPL2
Enpp5,ENPP5
Nit2,NIT2
Ciao2b,CIAO2B
Pglyrp4,PGLYRP4
Coq5,COQ5
B9d1,B9D1
Gm54461,RNU6-160P
Fndc1,FNDC1
Rack1,RACK1
Tnfrsf18,TNFRSF18
Tm4sf1,TM4SF1
Acy3,ACY3
B3galt6,B3GALT6
Adgrg7,ADGRG7
Arhgef25,ARHGEF25
C1qtnf12,C1QTNF12
Spmip8,SPMIP8
Plekho1,PLEKHO1
Mtm1,MTM1
Eme2,EME2
Ccdc71,CCDC71
Stmnd1,STMND1
Gramd1c,GRAMD1C
Ciart,CIART
Dlk1,DLK1
Scml4,SCML4
Saxo4,SAXO4
Kcng4,KCNG4
Rexo1,REXO1
Pkd1l3,PKD1L3
Sstr2,SSTR2
Cpsf4l,CPSF4L
Ndufa8,NDUFA8
Gm55574,RNU6-638P
Krtap16-1,KRTAP16-1
Rnf222,RNF222
6030468B19Rik,C17orf99
Hsdl2,HSDL2
Tfam,TFAM
Gsg1l2,GSG1L2
Hnf1a,HNF1A
Tas1r3,TAS1R3
Dnah2,DNAH2
Cldn20,CLDN20
Impa1,IMPA1
Zfp292,ZNF292
Dcaf4,DCAF4
Chd9,CHD9
Gm23124,RNU6-693P
Cd5,CD5
Gja1,GJA1
Ptprs,PTPRS
Elovl2,ELOVL2
Mki67,MKI67
Dnajb13,DNAJB13
Ust,UST
Cul9,CUL9
Spdye4b,SPDYE4
Spdye4a,SPDYE4
Epop,EPOP
Cd6,CD6
Spmap1,SPMAP1
Dcaf7,DCAF7
Mvb12a,MVB12A
Unc5b,UNC5B
Dipk1b,DIPK1B
Cp,CP
Zmynd19,ZMYND19
Slc35g3,SLC35G6
Gpr142,GPR142
Tcerg1l,TCERG1L
Slc35g3,SLC35G3
Pramel61,PRAMEF25
Pramel20,PRAMEF25
Pramel24,PRAMEF25
Pramel30,PRAMEF25
Pramel31,PRAMEF25
Pramel55,PRAMEF25
Pramel56,PRAMEF25
Pramel1,PRAMEF25
Pramel21,PRAMEF25
Pramel22,PRAMEF25
Pramel60,PRAMEF25
Pramel50,PRAMEF25
Gm16367,PRAMEF25
Pramel19,PRAMEF25
Pramel46,PRAMEF25
Pramel51,PRAMEF25
Pramel42,PRAMEF25
Pramel47,PRAMEF25
Pramel35,PRAMEF25
Pramel36,PRAMEF25
Pramel44,PRAMEF25
Oog3,PRAMEF25
Pramel33,PRAMEF25
Pramel43,PRAMEF25
Gm13043,PRAMEF25
Pramel48,PRAMEF25
Pramel4,PRAMEF25
Pramel23,PRAMEF25
Pramel40,PRAMEF25
Pramel38,PRAMEF25
Pramel57,PRAMEF25
Pramel45,PRAMEF25
Pramel14,PRAMEF25
Pramel37,PRAMEF25
Pramel41,PRAMEF25
Gm13057,PRAMEF25
Pramel11,PRAMEF25
Prame62,PRAMEF25
Gm13040,PRAMEF25
Pramel16,PRAMEF25
Pramel7,PRAMEF25
Pramel29,PRAMEF25
Pramel25,PRAMEF25
Pramel34,PRAMEF25
Gm2042,PRAMEF25
Pramel6,PRAMEF25
Pramel54,PRAMEF25
Pramel15,PRAMEF25
C130073F10Rik,PRAMEF25
Pramel53,PRAMEF25
Oog2,PRAMEF25
Pramel5,PRAMEF25
Pramel49,PRAMEF25
Pramel27,PRAMEF25
Pramel12,PRAMEF25
Gm12790,PRAMEF25
Pramel28,PRAMEF25
Oog1,PRAMEF25
Pramel26,PRAMEF25
Oog4,PRAMEF25
Pramel18,PRAMEF25
Pramel17,PRAMEF25
Pramel13,PRAMEF25
Pramel32,PRAMEF25
Efcab5,EFCAB5
Lrsam1,LRSAM1
Vamp3,VAMP3
Ccdc6,CCDC6
Uts2,UTS2
1500009L16Rik,C12orf75
Spmip5,SPMIP5
Gm572,CIROZ
Upk3bl,UPK3BL2
Nudt14,NUDT14
Polr2j,POLR2J2
Trim8,TRIM8
Septin7,SEPTIN7
Mir101a,MIR101-1
2210016L21Rik,C12orf43
Set,SETSIP
Nuak2,NUAK2
Tanc2,TANC2
Bbc3,BBC3
Tmed10,TMED10
Lemd1,LEMD1
Tmed7,TMED7
Clps,CLPS
Lyrm4,LYRM4
Ube2b,UBE2B
Pi4ka,PI4KA
Vstm2l,VSTM2L
Flvcr2,FLVCR2
Bicra,BICRA
Gm42742,PAGR1
Pagr1a,PAGR1
Gm54615,RNA5SP534
Syt14,SYT14
Entpd6,ENTPD6
Dlc1,DLC1
Mapk8ip3,MAPK8IP3
Usp32,USP6
Fgfr2,FGFR2
Ccdc60,CCDC60
Ndufa11,NDUFA11
Clec3b,CLEC3B
Ocrl,OCRL
Ctdspl2,CTDSPL2
Amotl2,AMOTL2
Lsr,LSR
Apof,APOF
Lag3,LAG3
Riok2,RIOK2
Myb,MYB
Dtna,DTNA
Slc1a2,SLC1A2
Wnt9a,WNT9A
Pbx1,PBX1
Mdm1,MDM1
Slc36a1,SLC36A1
Serpina10,SERPINA10
Atg3,ATG3
Rpl39,RPL39
Tspan7,TSPAN7
Nptx1,NPTX1
Or2ak7,OR2AK2
Or2ak5,OR2AK2
Or2ak4,OR2AK2
Or2ak6,OR2AK2
Or6k6,OR6K6
Fcrlb,FCRLB
Ccl7,CCL7
Ccl11,CCL11
Fam219b,FAM219B
Ccl12,CCL8
Ccl8,CCL8
Prss38,PRSS38
Fkbp11,FKBP11
Or2l13b,OR2L13
Or2l13,OR2L13
Psmc1,PSMC1
Ccl2,CCL2
Pramel61,PRAMEF18
Pramel20,PRAMEF18
Pramel24,PRAMEF18
Pramel30,PRAMEF18
Pramel31,PRAMEF18
Pramel55,PRAMEF18
Pramel56,PRAMEF18
Pramel1,PRAMEF18
Pramel21,PRAMEF18
Pramel22,PRAMEF18
Pramel60,PRAMEF18
Pramel50,PRAMEF18
Gm16367,PRAMEF18
Pramel19,PRAMEF18
Pramel46,PRAMEF18
Pramel51,PRAMEF18
Pramel42,PRAMEF18
Pramel47,PRAMEF18
Pramel35,PRAMEF18
Pramel36,PRAMEF18
Pramel44,PRAMEF18
Oog3,PRAMEF18
Pramel33,PRAMEF18
Pramel43,PRAMEF18
Gm13043,PRAMEF18
Pramel48,PRAMEF18
Pramel4,PRAMEF18
Pramel23,PRAMEF18
Pramel40,PRAMEF18
Pramel38,PRAMEF18
Pramel57,PRAMEF18
Pramel45,PRAMEF18
Pramel14,PRAMEF18
Pramel37,PRAMEF18
Pramel41,PRAMEF18
Gm13057,PRAMEF18
Pramel11,PRAMEF18
Prame62,PRAMEF18
Gm13040,PRAMEF18
Pramel16,PRAMEF18
Pramel7,PRAMEF18
Pramel29,PRAMEF18
Pramel25,PRAMEF18
Pramel34,PRAMEF18
Gm2042,PRAMEF18
Pramel6,PRAMEF18
Pramel54,PRAMEF18
Pramel15,PRAMEF18
C130073F10Rik,PRAMEF18
Pramel53,PRAMEF18
Oog2,PRAMEF18
Pramel5,PRAMEF18
Pramel49,PRAMEF18
Pramel27,PRAMEF18
Pramel12,PRAMEF18
Gm12790,PRAMEF18
Pramel28,PRAMEF18
Oog1,PRAMEF18
Pramel26,PRAMEF18
Oog4,PRAMEF18
Pramel18,PRAMEF18
Pramel17,PRAMEF18
Pramel13,PRAMEF18
Pramel32,PRAMEF18
Ttc34,TTC34
Slc39a14,SLC39A14
Pla1a,PLA1A
Tmem255a,TMEM255A
Scimp,SCIMP
Mapkbp1,MAPKBP1
Aldh1l2,ALDH1L2
Med10,MED10
Gm22145,RNU1-52P
Tinf2,TINF2
Gm23099,RNVU1-34
Cryba1,CRYBA1
Htr5a,HTR5A
Bnip1,BNIP1
Mtss2,MTSS2
Dpp6,DPP6
Itgb3,ITGB3
Tcaim,TCAIM
Tas1r2,TAS1R2
Tnfrsf4,TNFRSF4
Gnl3l,GNL3L
Septin1,SEPTIN1
Vdr,VDR
Nemf,NEMF
Rab3a,RAB3A
Zmat2,ZMAT2
Rtn2,RTN2
Efcab3,EFCAB13
Axdnd1,AXDND1
Irx2,IRX2
Gm25578,RNU6-237P
Gprin1,GPRIN1
Abcc12,ABCC12
Ugt3a1,UGT3A2
Ugt3a2,UGT3A2
Fam234b,FAM234B
Sebox,SEBOX
Chd1,CHD1
Hcfc2,HCFC2
Chtf8,CHTF8
Cpsf2,CPSF2
Derpc,DERPC
Snora64,SNORA64
Snora78,SNORA78
Rnf151,RNF151
C2cd4c,C2CD4C
Ptcd2,PTCD2
Scgb1c1,SCGB1C2
Angptl7,ANGPTL7
Gm54763,MIR1225
Uqcc4,UQCC4
Percc1,PERCC1
Shpk,SHPK
Apold1,APOLD1
Ccdc154,CCDC154
Ubiad1,UBIAD1
Haspin,HASPIN
Vwf,VWF
Mpg,MPG
Wdr13,WDR13
Trf,TF
Gm22997,RNU6-405P
Or4f7,OR4F29
Wnt9b,WNT9B
Tmem114,TMEM114
Fam32a,FAM32A
Cdh13,CDH13
Spdye4b,SPDYE14
Spdye4a,SPDYE14
Gosr2,GOSR2
Grm8,GRM8
Or8g29,OR2T7
Or8g22,OR2T7
Upk3a,UPK3A
Hdgfl3,HDGFL3
Or4f7,OR4F16
Slc1a6,SLC1A6
Poldip3,POLDIP3
Dennd4a,DENND4A
Car6,CA6
Gm6525,RPL36AL
4933405L10Rik,C16orf86
Khnyn,KHNYN
Tmcc3,TMCC3
Slc2a2,SLC2A2
Mir592,MIR592
Thap11,THAP11
Dgki,DGKI
Rp2,RP2
Nrn1l,NRN1L
Spen,SPEN
Olr1,OLR1
Pskh1,PSKH1
Dlg3,DLG3
Ctrl,CTRL
Gin1,GIN1
Vmn1r50,VN1R5
Vmn1r26,VN1R5
Vmn1r29,VN1R5
Vmn1r10,VN1R5
Vmn1r12,VN1R5
Vmn1r54,VN1R5
Vmn1r27,VN1R5
Vmn1r25,VN1R5
Vmn1r20,VN1R5
Vmn1r48,VN1R5
Vmn1r42,VN1R5
Vmn1r14,VN1R5
Vmn1r43,VN1R5
Vmn1r22,VN1R5
Vmn1r33,VN1R5
Vmn1r44,VN1R5
Vmn1r45,VN1R5
Vmn1r17,VN1R5
Vmn1r28,VN1R5
Vmn1r52,VN1R5
Vmn1r47,VN1R5
Vmn1r23,VN1R5
Vmn1r7,VN1R5
Vmn1r13,VN1R5
Vmn1r53,VN1R5
Vmn1r38,VN1R5
Vmn1r21,VN1R5
Vmn1r34,VN1R5
V1ra8,VN1R5
Vmn1r4,VN1R5
Vmn1r9,VN1R5
Vmn1r8,VN1R5
Vmn1r30,VN1R5
Vmn1r1,VN1R5
Vmn1r31,VN1R5
Vmn1r36,VN1R5
Vmn1r18,VN1R5
Vmn1r16,VN1R5
Vmn1r11,VN1R5
Vmn1r49,VN1R5
Vmn1r41,VN1R5
Vmn1r32,VN1R5
Vmn1r15,VN1R5
Vmn1r5,VN1R5
Vmn1r6,VN1R5
Vmn1r46,VN1R5
Vmn1r35,VN1R5
Vmn1r51,VN1R5
Vmn1r19,VN1R5
Vmn1r24,VN1R5
Vmn1r40,VN1R5
Vmn1r239-ps,VN1R5
Vmn1r37,VN1R5
Vmn1r39,VN1R5
Gpi1,GPI
Wdr26,WDR26
Ccnt1,CCNT1
Lcat,LCAT
Nek9,NEK9
Myl10,MYL10
Cdc25a,CDC25A
Cpa1,CPA1
Arsk,ARSK
Dpep2nb,DPEP2NB
Zfpm1,ZFPM1
Rps17,RPS17
Klhl22,KLHL22
Il17c,IL17C
6030458C11Rik,C5orf22
Gcc1,GCC1
Snai3,SNAI3
Inhbe,INHBE
Fscn3,FSCN3
Lrig3,LRIG3
Pla2g10,PLA2G10
Galnt17,GALNT17
Gm23330,RNVU1-2
Cops2,COPS2
Gm22281,RNU6-89P
Taf9,TAF9
Ak6,TAF9
Ifitm10,IFITM10
Ptprn2,PTPRN2
Ophn1,OPHN1
Abl2,ABL2
Capn1,CAPN1
Serf1,SERF1A
Carmil2,CARMIL2
Emc3,EMC3
Ankrd54,ANKRD54
Amacr,AMACR
Slc8b1,SLC8B1
Lrpap1,LRPAP1
Magi2,MAGI2
Naa50,NAA50
Rprml,RPRML
Zfyve21,ZFYVE21
Krtap4-22,KRTAP4-3
Krtap4-13,KRTAP4-3
Krtap4-20,KRTAP4-3
Krtap4-21,KRTAP4-3
Krtap4-8,KRTAP4-3
Krtap4-9,KRTAP4-3
Krtap4-23,KRTAP4-3
Krtap4-1,KRTAP4-3
Krtap4-25,KRTAP4-3
Krtap4-6,KRTAP4-3
Krtap4-26,KRTAP4-3
Krtap4-2,KRTAP4-3
Krtap5-26,KRTAP4-2
Krtap5-24,KRTAP4-2
Krtap5-2,KRTAP4-2
Krtap5-20,KRTAP4-2
Krtap4-16,KRTAP4-2
Krtap5-26,KRTAP4-1
Krtap5-24,KRTAP4-1
Krtap5-2,KRTAP4-1
Krtap5-20,KRTAP4-1
Krtap4-16,KRTAP4-1
Cbfa2t3,CBFA2T3
Krtap29-1,KRTAP29-1
Gm10153,KRTAP29-1
Depdc1b,DEPDC1B
Ppm1e,PPM1E
Gm23462,RNU6-288P
Gh,CSH2
Nicn1,NICN1
Awat2,AWAT2
Fundc1,FUNDC1
Spred3,SPRED3
Gga1,GGA1
Zfpm2,ZFPM2
Chchd4,CHCHD4
AU015836,CHCHD4
Gh,GH2
Phf2,PHF2
Smarca1,SMARCA1
Gm25633,RNU6-1241P
Gfer,GFER
Slco1b2,SLCO1B3
Wdr20,WDR20
Wdr20rt,WDR20
Ndufaf3,NDUFAF3
Cyp2s1,CYP2S1
Gm23303,RNU1-103P
Cox7c,COX7C
Fdft1,FDFT1
Ctbp1,CTBP1
Qsox1,QSOX1
Fos,FOS
Hrg,HRG
Kif20a,KIF20A
Mir193b,MIR193B
Mir365-1,MIR365A
